code,name,branch,combination,amout_2016,score_2016,amount_2017
TDL,Đại học Đà Lạt,Sư phạm Sinh học,B00,20,18,30
TDL,Đại học Đà Lạt,Khoa học môi trường,"A00, B00",60,15,80
TDL,Đại học Đà Lạt,Nông học,B00,150,15,100
TDL,Đại học Đà Lạt,Công nghệ sinh học,"A00, B00",115,15,365
TDL,Đại học Đà Lạt,Công nghệ sau thu hoạch,"A00, B00",150,15,125
TDL,Đại học Đà Lạt,Quản trị kinh doanh,"A00, A01,D001",80,15,200
TDL,Đại học Đà Lạt,Kế toán,"A00, A01",60,15,100
TDL,Đại học Đà Lạt,Luật,"C00, D01",210,18,300
TDL,Đại học Đà Lạt,Xã hội học,"C00, D01",30,15,30
TDL,Đại học Đà Lạt,Văn hóa học,"C00, D01",30,15,30
HBT,Học viện Báo chí và Tuyên truyền,Triết học Mác - Lênin,C04,50,19,40
HBT,Học viện Báo chí và Tuyên truyền,Triết học Mác - Lênin,D01,50,17.5,40
HBT,Học viện Báo chí và Tuyên truyền,Quản lý kinh tế,D01,50,21.25,40
HBT,Học viện Báo chí và Tuyên truyền,Quản lý hoạt động tư tưởng - văn hóa,C04,110,20,50
HBT,Học viện Báo chí và Tuyên truyền,Quản lý hoạt động tư tưởng - văn hóa,D01,110,18.5,50
HBT,Học viện Báo chí và Tuyên truyền,Chính trị phát triển,C03,55,19,50
HBT,Học viện Báo chí và Tuyên truyền,Quản lý xã hội,C04,55,21,50
HBT,Học viện Báo chí và Tuyên truyền,Quản lý xã hội,D01,55,20.5,50
HBT,Học viện Báo chí và Tuyên truyền,Quản lý xã hội,C03,55,20.25,50
HBT,Học viện Báo chí và Tuyên truyền,Tư tưởng Hồ Chí Minh,C04,55,18.5,40
HBT,Học viện Báo chí và Tuyên truyền,Tư tưởng Hồ Chí Minh,D01,55,17.5,40
HBT,Học viện Báo chí và Tuyên truyền,Tư tưởng Hồ Chí Minh,C03,55,17.5,40
HBT,Học viện Báo chí và Tuyên truyền,Văn hóa phát triển,C04,50,20.5,45
HBT,Học viện Báo chí và Tuyên truyền,Văn hóa phát triển,D01,50,19.5,45
HBT,Học viện Báo chí và Tuyên truyền,Văn hóa phát triển,C03,50,19.5,45
HBT,Học viện Báo chí và Tuyên truyền,Chính sách công,C04,55,19.75,50
HBT,Học viện Báo chí và Tuyên truyền,Chính sách công,D01,55,19,50
HBT,Học viện Báo chí và Tuyên truyền,Chính sách công,C03,55,19,50
HBT,Học viện Báo chí và Tuyên truyền,Xuất bản,C03,50,22,50
HBT,Học viện Báo chí và Tuyên truyền,Xã hội học,C04,50,22,50
HBT,Học viện Báo chí và Tuyên truyền,Xã hội học,D01,50,20.75,50
HBT,Học viện Báo chí và Tuyên truyền,Xã hội học,C03,50,20.5,50
HBT,Học viện Báo chí và Tuyên truyền,Công tác xã hội,C04,50,22,50
HBT,Học viện Báo chí và Tuyên truyền,Công tác xã hội,D01,50,22,50
HBT,Học viện Báo chí và Tuyên truyền,Công tác xã hội,C03,50,21.5,50
HBT,Học viện Báo chí và Tuyên truyền,Thông tin đối ngoại,D15,100,29.5,100
HBT,Học viện Báo chí và Tuyên truyền,Thông tin đối ngoại,D01,100,29.25,100
HBT,Học viện Báo chí và Tuyên truyền,Thông tin đối ngoại,D14,100,29.25,100
HBT,Học viện Báo chí và Tuyên truyền,Quan hệ chính trị và truyền thông quốc tế,D15,100,29.5,100
HBT,Học viện Báo chí và Tuyên truyền,Quan hệ chính trị và truyền thông quốc tế,D01,100,29.25,100
HBT,Học viện Báo chí và Tuyên truyền,Quảng cáo,D14,40,28.5,40
HBT,Học viện Báo chí và Tuyên truyền,Ngôn ngữ Anh,D15,40,29,40
HBT,Học viện Báo chí và Tuyên truyền,Ngôn ngữ Anh,D01,40,29.5,40
BKA,Đại học Bách khoa Hà Nội,Kỹ thuật in và truyền thông,"A00, B00, D07",50,7.72,50
BKA,Đại học Bách khoa Hà Nội,Sư phạm kỹ thuật công nghiệp,"A00, A01",50,7.11,50
BKA,Đại học Bách khoa Hà Nội,Vật lý kỹ thuật,"A00, A01",120,7.62,160
BKA,Đại học Bách khoa Hà Nội,Kỹ thuật hạt nhân,"A00, A01",100,7.75,160
BKA,Đại học Bách khoa Hà Nội,Tiếng Anh KHKT và công nghệ,D01,200,7.48,140
BKA,Đại học Bách khoa Hà Nội,Tiếng Anh chuyên nghiệp quốc tế,D01,200,7.29,60
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐHSP Âm nhạc,N,225,15,200
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐHSP Âm nhạc Mầm non,N,225,15,200
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐHSP Mỹ thuật,H,225,15,200
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐHSP Mỹ thuật mầm non,H,225,15,200
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐH Quản lý văn hóa,H,70,15,150
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐH quản lý văn hóa,H,70,15,150
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐH Thiết kế Thời trang,H,260,15,200
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐH Thiết kế Đồ họa,H,320,15,250
GNT,Đại học Sư phạm Nghệ thuật Trung ương,ĐH Hội họa,H,30,15,30
GTS,Đại học Giao thông Vận tải,Điều khiển tàu biển,"A00, A01",80,17,100
GTS,Đại học Giao thông Vận tải,Vận hành khai thác máy tàu thủy,"A00, A01",70,17,80
GTS,Đại học Giao thông Vận tải,Thiết bị năng lượng tàu thủy,"A00, A01",50,17,60
GTS,Đại học Giao thông Vận tải,Quản lý hàng hải,"A00, A01",50,16,50
GTS,Đại học Giao thông Vận tải,Kỹ thuật Điện - Điện tử,"A00, A01",100,19,140
GTS,Đại học Giao thông Vận tải,Kỹ thuật Điện tử - Truyền thông,"A00, A01",110,17,80
GTS,Đại học Giao thông Vận tải,Khai thác vận tải,"A00, A01, D01",100,21.5,100
GTS,Đại học Giao thông Vận tải,Kỹ thuật môi trường,"A00, A01, B00",50,16,50
KSA,Đại học Kinh tế TP.Hồ Chí Minh,Ngôn ngữ Anh,D01,100,28,100
HDT,Đại học Hồng Đức,Kỹ thuật công trình xây dựng,"A00, A01",60,15,50
HDT,Đại học Hồng Đức,Công nghệ kỹ thuật môi trường,"A00, A01, B00",60,15,40
HDT,Đại học Hồng Đức,"Kỹ thuật điện, điện tử","A00, A01",60,15,40
HDT,Đại học Hồng Đức,Công nghệ thông tin,"A00, A01",60,15,60
HDT,Đại học Hồng Đức,Nông học,"A00, A01,B00",50,15,50
HDT,Đại học Hồng Đức,Chăn nuôi,"A00, A01,B00",50,15,50
HDT,Đại học Hồng Đức,Nuôi trồng thủy sản,"A00, A01,B00",50,15,50
HDT,Đại học Hồng Đức,Bảo vệ thực vật,"A00, A01,B00",50,15,50
HDT,Đại học Hồng Đức,Lâm nghiệp,"A00, A01,B00",50,15,50
HDT,Đại học Hồng Đức,Kinh doanh nông nghiệp,"A00, A01, B00",50,15,50
HDT,Đại học Hồng Đức,Kế toán,"A00, C01,D01",130,17,150
HDT,Đại học Hồng Đức,Quản trị kinh doanh,"A00, C01,D01",60,15,80
HDT,Đại học Hồng Đức,Tài chính - Ngân hàng,"A00, C01, D01",50,15,50
HDT,Đại học Hồng Đức,Địa lý học,"A00, A01,C00, D01",50,15,50
HDT,Đại học Hồng Đức,Xã hội học,"A00, A01,C00, D01",50,15,50
HDT,Đại học Hồng Đức,Việt Nam học,"A00, A01,C00, D01",50,15,50
HDT,Đại học Hồng Đức,Tâm lý học,"A00, B00,C00, D01",50,15,50
LNH,Đại học Lâm Nghiệp Việt Nam,Quản lý đất đai,"A00, A01, D01, B00",150,15,120
LNH,Đại học Lâm Nghiệp Việt Nam,Kế toán,"A00, A01, D01",105,15,300
LNH,Đại học Lâm Nghiệp Việt Nam,Quản trị kinh doanh,"A00, A01, D01",100,15,150
LNH,Đại học Lâm Nghiệp Việt Nam,Kinh tế,"A00, A01, D01",30,15,60
LNH,Đại học Lâm Nghiệp Việt Nam,Kinh tế Nông nghiệp,"A00, A01, D01",50,15,50
LNH,Đại học Lâm Nghiệp Việt Nam,Quản lý tài nguyên rừng,"A00, A01, D01, B00",200,15,300
LNH,Đại học Lâm Nghiệp Việt Nam,Lâm sinh,"A00, A01, D01, B00",155,15,100
LNH,Đại học Lâm Nghiệp Việt Nam,Lâm nghiệp,"A00, A01, D01, B00",100,15,50
LNH,Đại học Lâm Nghiệp Việt Nam,Khuyến nông,"A00, A01, D01, B00",50,16,50
LNH,Đại học Lâm Nghiệp Việt Nam,Thiết kế công nghiệp,"A00, A01, D01",20,15,50
LNH,Đại học Lâm Nghiệp Việt Nam,Thiết kế nội thất,"A00, A01, D01",20,15,50
VHS,Trường Đại học Văn hóa TP.HCM,Văn hóa học,"C00, D01",110,18.5,100
TCT,Đại học Cần Thơ,Giáo dục Tiểu học,"A00, D01",50,20.25,40
TCT,Đại học Cần Thơ,Giáo dục công dân,C00,50,18,40
TCT,Đại học Cần Thơ,Giáo dục Thể chất,T00,50,15,40
TCT,Đại học Cần Thơ,Sư phạm Toán học,"A00, A01",50,22.25,40
TCT,Đại học Cần Thơ,Sư phạm Tin học,"A00, A01",50,15,40
TCT,Đại học Cần Thơ,Sư phạm Vật lý,"A00, A01",50,20.75,40
TCT,Đại học Cần Thơ,Sư phạm Hóa học,"A00,, B00",50,21.25,40
TCT,Đại học Cần Thơ,Sư phạm Sinh học,B00,50,19.5,40
TCT,Đại học Cần Thơ,Sư phạm Ngữ văn,C00,50,21.25,40
TCT,Đại học Cần Thơ,Sư phạm Lịch sử,C00,50,19.25,40
TCT,Đại học Cần Thơ,Sư phạm Địa lí,C00,40,20.5,40
TCT,Đại học Cần Thơ,Sư phạm tiếng Anh,D01,50,21,40
TCT,Đại học Cần Thơ,Luật,"A00, C00,D01, D03",260,23,300
TCT,Đại học Cần Thơ,Sinh học,B00,110,18,110
TCT,Đại học Cần Thơ,Kỹ thuật môi trường,"A00, B00",120,18.25,130
TCT,Đại học Cần Thơ,Vật lý kỹ thuật,"A00, A01",50,17.5,50
TCT,Đại học Cần Thơ,Công nghệ thực phẩm,A00,170,18,170
TCT,Đại học Cần Thơ,Công nghệ sau thu hoạch,"A00, B00",80,15,80
TCT,Đại học Cần Thơ,Cồng nghệ chế biến thủy sản,A00,110,15,120
TCT,Đại học Cần Thơ,Kỹ thuật công trình xây dựng,"A00, A01",280,20,160
TCT,Đại học Cần Thơ,Kỹ thuật tài nguyên nước,"A00, A01",60,16,60
TCT,Đại học Cần Thơ,Chăn nuôi,"A00, B00",110,19.25,130
TCT,Đại học Cần Thơ,Nông học,B00,80,18.5,80
TCT,Đại học Cần Thơ,Khoa học cây trồng,B00,180,15,180
TCT,Đại học Cần Thơ,Bảo vệ thực vật,B00,150,18.25,160
TCT,Đại học Cần Thơ,Công nghệ rau quả và cảnh quan,B00,60,16.25,60
TCT,Đại học Cần Thơ,Kinh tế nông nghiệp,"A00, A01,D01",100,17.25,120
TCT,Đại học Cần Thơ,Phát triển nông thôn,"A00, A01,B00",100,15.75,100
TCT,Đại học Cần Thơ,Lâm sinh,B00,60,17.25,60
TCT,Đại học Cần Thơ,Nuôi trồng thủy sản,B00,160,15,160
TCT,Đại học Cần Thơ,Bệnh học thủy sản,B00,80,16,80
TCT,Đại học Cần Thơ,Quản lý nguồn lợi thủy sản,"A00, B00",60,17.75,60
TCT,Đại học Cần Thơ,Thú ý,B00,150,20.25,150
TCT,Đại học Cần Thơ,Quản lý tài nguyên và môi trường,"A00, A01, B00",80,18.75,100
TCT,Đại học Cần Thơ,Kinh tế tài nguyên thiên nhiên,"A00, A01, D01",80,15,100
DMS,Đại học tài chính - Marketing,Quản trị khách sạn,"A00, A01, D01",150,20.5,150
DMS,Đại học tài chính - Marketing,Quản trị nhà hàng và dịch vụ ăn uống,"A00, A01, D01",100,20,100
DMS,Đại học tài chính - Marketing,Marketing,"A00, A01, D01",400,21,400
DMS,Đại học tài chính - Marketing,Bất động sản,"A00, A01, D01",80,18.5,80
DMS,Đại học tài chính - Marketing,Kinh doanh quốc tế,"A00, A01, D01",320,21.75,320
DMS,Đại học tài chính - Marketing,Tài chính - Ngân hàng,"A00, A01, D01",520,19.25,520
DMS,Đại học tài chính - Marketing,Kế toán,"A00, A01, D01",200,20.75,200
DMS,Đại học tài chính - Marketing,Hệ thống thông tin quản lý,"A00, A01, D01",100,18.5,100
DMS,Đại học tài chính - Marketing,Ngôn ngữ Anh,D01,120,26,120
MTU,Đại học Xây dựng miền Tây,Quy hoạch vùng và đô thị,"V00, H01",30,15,30
MTU,Đại học Xây dựng miền Tây,Kiến trúc,"V00, H01",60,15,60
SGD,Đại học Sài Gòn,Quản trị kinh doanh,A01,90,24.25,370
SGD,Đại học Sài Gòn,Tài chính ngân hàng,D01,280,21,370
SGD,Đại học Sài Gòn,Tài chính ngân hàng,C01,90,25,370
SGD,Đại học Sài Gòn,Kế toán,D01,280,21.25,370
SGD,Đại học Sài Gòn,Kế toán,C01,90,26.25,370
SGD,Đại học Sài Gòn,Quản trị văn phòng,D01,60,25.25,80
SGD,Đại học Sài Gòn,Quản trị văn phòng,C03,20,26.5,80
SGD,Đại học Sài Gòn,"Công nghệ kĩ thuật điện, điện tử",A01,35,18.25,70
SGD,Đại học Sài Gòn,"Công nghệ kỹ thuật điện tử, truyền thông",A00,35,19.25,70
SGD,Đại học Sài Gòn,"Công nghệ kỹ thuật điện tử, truyền thông",A01,35,18,70
SGD,Đại học Sài Gòn,Công nghệ kĩ thuật môi trường,A00,35,18,70
SGD,Đại học Sài Gòn,Sư phạm Tiếng Anh,D01,160,28.5,80
DQB,Đại học Quảng Bình,Sư phạm Vật lý,"A00, A01",60,20,60
DQB,Đại học Quảng Bình,Sư phạm Hóa học,"A00, B00",60,20,60
DQB,Đại học Quảng Bình,Sư phạm Sinh học,"B00, D08",40,20,60
DQB,Đại học Quảng Bình,Sư phạm Ngữ văn,C00,60,22.75,60
DQB,Đại học Quảng Bình,Sư phạm Lịch sử,C00,60,20,60
DQB,Đại học Quảng Bình,Ngôn ngữ Anh,D01,80,20,120
DQB,Đại học Quảng Bình,Địa lý Du lịch,"A00, C00,D01",60,15,60
DQB,Đại học Quảng Bình,Quản trị kinh doanh,"A00, A01,D01",60,15,60
DQB,Đại học Quảng Bình,Luật,"A00, A01,C00, D01",140,15,120
DQB,Đại học Quảng Bình,Kỹ thuật phần mềm,"A00, A01",50,15,50
DQB,Đại học Quảng Bình,Công nghệ thông tin,"A00, A01",50,15,50
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Khoa học môi trường,"A00, B00",175,20.75,150
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Khoa học vật liệu,A00,200,20,200
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Khoa học vật liệu,B00,200,20,200
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,"Kỹ thuật điện tử, truyền thông","A00, A01",200,22,200
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Kỹ thuật hạt nhân,A00,50,23,50
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Nhóm ngành công nghệ thông tin,"A00, A01",600,23,600
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Sinh học,B00,300,20.5,300
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Toán học,"A00, A01",300,20,300
QST,Đại học Khoa học tự nhiên - ĐHQGTPHCM,Vật lý học,"A00, A01",200,20,200
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Văn học,C00,100,22.25,100
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Văn học,D01,100,20.62,100
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Văn học,D14,100,20.81,100
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Ngôn ngữ học,C00,100,22.25,100
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Ngôn ngữ học,D01,100,20.58,100
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Ngôn ngữ học,D14,100,20.7,100
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Báo chí,C00,130,25,130
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Báo chí,"D01, D14",130,22.25,130
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Lịch sử,C00,130,17.5,120
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Lịch sử,D01,130,16.5,120
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Lịch sử,D14,130,17.75,120
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Nhân học,C00,60,18.75,60
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Nhân học,"D01, D14",60,17.75,60
QSX,ĐH Khoa học xã hội và nhân văn - ĐHQG TP.HCM,Triết học,A01,100,16.5,90
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Nhóm ngành dệt may,"A00, A01",70,22.5,70
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Nhóm ngành cơ khí- cơ điện tử,"A00, A01",500,23.75,410
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Nhóm ngành vật lý kỹ thuật- cơ kỹ thuật,"A00, A01",150,23,150
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Nhóm ngành Xây dựng,"A00, A01",530,22.75,450
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Kỹ thuật Dầu khí (CLC),"A00, A01",45,19,45
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Kỹ thuật máy tính (CLC),"A00, A01",45,21.5,45
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Khoa học máy tính (CLC),"A00, A01",45,23.25,45
QSB,Đại học Bách Khoa - ĐHQG TP.HCM,Kỹ thuật Hóa học (CLC),"A00, D07, B00",45,22.75,45
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Kỹ thuật Y sinh,"A00, A01, B00",80,22,75
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Kỹ thuật Xây dựng,"A00, A01",50,18,50
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Kỹ thuật Điều khiển và tự động hóa,"A00, A01",50,19.75,45
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Logistics và Quản lý chuỗi cung ứng,"A00, A01, D01",140,22.5,140
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Quản trị kinh doanh,"A00, A01, D01",150,22.5,150
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Tài chính - Ngân hàng,"A00, A01, D01",100,21.5,100
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Toán ứng dụng,"A00, A01",40,19,40
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Công nghệ Sinh học,"A00, A01, D01",150,20.5,150
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Hóa sinh,"A00, A01, B00",60,21,55
QSQ,Đại học Quốc tế - ĐHQG TP.HCM,Quản lý nguồn lợi thủy sản,"A00, A01, B00, D01",30,17.75,30
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Tài chính - Ngân hàng,"A01, D01",150,22.25,150
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Kế toán,A00,100,24,100
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Kế toán,"A01, D01",100,23,100
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Hệ thống Thông tin Quản lý,A00,90,22.5,150
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Hệ thống Thông tin Quản lý,"A01, D01",90,21.5,150
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Quản trị kinh doanh,A00,120,24.25,120
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Quản trị kinh doanh,"A01, D01",120,23.25,120
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Kiểm toán,A00,100,24.75,100
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Kiểm toán,"A01, D01",100,23.75,100
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Marketing,A00,70,24,70
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Marketing,"A01, D01",70,23,70
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Thương mại điện tử,A00,60,23,150
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Thương mại điện tử,"A01, D01",60,22,150
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật kinh doanh,A00,200,24,200
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật kinh doanh,"A01, D01",200,23,200
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật thương mại quốc tế,A00,200,24,200
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật thương mại quốc tế,"A01, D01",200,23,200
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật dân sự,A00,150,23.25,170
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật dân sự,"A01, D01",150,22.25,170
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật tài chính - Ngân hàng,A00,150,22.75,170
QSK,Đại học Kinh tế - Luật - ĐHQG TP HCM,Luật tài chính - Ngân hàng,"A01, D01",150,21.75,170
DQN,Đại học Quy Nhơn,Sư phạm toán học,A00,65,22,60
DQN,Đại học Quy Nhơn,Sư phạm Vật lý,"A00, A01",65,20.5,50
DQN,Đại học Quy Nhơn,Sư phạm Hóa học,A00,65,19.5,50
DQN,Đại học Quy Nhơn,Sư phạm Tin học,"A00, A01,D01",40,15,30
DQN,Đại học Quy Nhơn,Sư phạm Sinh học,B00,55,15,40
DQN,Đại học Quy Nhơn,Sư phạm Ngữ văn,C00,60,19.5,50
DQN,Đại học Quy Nhơn,Sư phạm Lịch sử,C00,55,15,40
DQN,Đại học Quy Nhơn,Sư phạm Địa lí,"A00, C00",55,17,40
DQN,Đại học Quy Nhơn,Giáo dục chính trị,"C00, D01",40,15,30
DQN,Đại học Quy Nhơn,Sư phạm Tiếng Anh,D01,110,23,90
DQN,Đại học Quy Nhơn,Giáo dục Tiểu học,"A00, C00",80,22,90
DQN,Đại học Quy Nhơn,Giáo dục Thể chât,T,40,23,30
DQN,Đại học Quy Nhơn,Giáo dục Mầm non,M,80,19.5,90
DQN,Đại học Quy Nhơn,Toán học,A00,80,15,100
DQN,Đại học Quy Nhơn,Công nghệ thông tin,"A00, A01,D01",250,15,300
DQN,Đại học Quy Nhơn,Vật lý học,"A00, A01",60,15,100
DQN,Đại học Quy Nhơn,Hóa học,A00,80,15,125
DQN,Đại học Quy Nhơn,Sinh học,B00,60,15,100
DQN,Đại học Quy Nhơn,Quản lý đất đai,"A00, B00,D01",100,15,200
DQN,Đại học Quy Nhơn,Địa lý tự nhiên,"A00, B00,D01",30,15,100
DQN,Đại học Quy Nhơn,Văn học,C00,150,15,200
DQN,Đại học Quy Nhơn,Lịch sử,C00,100,15,100
DQN,Đại học Quy Nhơn,Tâm lý học giáo dục,"A00, A01,D01",40,15,85
DQN,Đại học Quy Nhơn,Công tác xã hội,"C00, D01",60,15,100
DQN,Đại học Quy Nhơn,Quản lý giáo dục,"A00, A01,D01",50,15,40
DQN,Đại học Quy Nhơn,Việt Nam học,"C00, D01",70,15,100
DQN,Đại học Quy Nhơn,Quản lý nhà nước,"A00, A01,D01",200,15,300
DQN,Đại học Quy Nhơn,Ngôn ngữ Anh,D01,280,20,300
DQN,Đại học Quy Nhơn,Quản trị kinh doanh,"A00, D01,A01",400,15,300
DQN,Đại học Quy Nhơn,Kinh tế,"A00, D01,A01",250,15,200
DQN,Đại học Quy Nhơn,Kế toán,"A00, D01,A01",350,15,285
DQN,Đại học Quy Nhơn,Tài chính - Ngân hàng,"A00, D01, A01",250,15,80
DQN,Đại học Quy Nhơn,"Kĩ thuật điện, điện tử","A00, A01",180,16,250
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Khuyến nông,"A00, B00, C02, D01",70,15,50
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Khoa học môi trường,"A00, B00, C02, D01",140,15,100
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Khoa học và quản lý môi trường,"A00, B00, C02, D01",70,15,50
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Nuôi trồng thủy sản,"A00, B00, C02, D01",70,15,30
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Công nghệ rau hoa quả và Cảnh quan,"A00, B00, C02, D01",70,15,30
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Công nghệ Sinh học,"A00, B00, C02, D01",70,15,50
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Công nghệ sau thu hoạch,"A00, B00, C02, D01",70,15,70
DTK,Đại học Nông Lâm - Đại học Thái Nguyên,Quản lý tài nguyên và môi trường,"A00, B00, C02, D01",70,15,80
TGA,Đại học An Giang,Tài chính - Ngân hàng,"A00, A01, D00",100,15,60
TGA,Đại học An Giang,Quản trị kinh doanh,"A00, A01,D00",100,16.25,80
TGA,Đại học An Giang,Kinh tế Quốc tế,"A00, A01,D00",50,15,50
TGA,Đại học An Giang,Ngôn ngữ Anh,D00,80,18,80
TGA,Đại học An Giang,Việt Nam học,"A00, C00,D00",50,18,50
TGA,Đại học An Giang,SP tiếng Anh,D00,40,22,40
TGA,Đại học An Giang,SP Địa lý,"C00, C02",40,15.25,40
TGA,Đại học An Giang,SP Lịch sử,"C00, C01",40,15.5,40
TGA,Đại học An Giang,SP Ngữ văn,"C00, D00",40,17,40
TGA,Đại học An Giang,SP Sinh học,B00,40,15,40
TGA,Đại học An Giang,SP Hóa học,"A00, A01",40,15,40
TGA,Đại học An Giang,SP Vật lý,"A00, A01",40,115,40
TGA,Đại học An Giang,SP Toán học,"A00, A01",40,15.5,40
TGA,Đại học An Giang,GD Chính trị,"C00, D00",40,17,40
TGA,Đại học An Giang,Tài chính doanh nghiệp,"A00, A01, D00",100,15,80
TGA,Đại học An Giang,Kế toán,"A00, A01,D00",100,16.5,80
